ID,Mã Tài Sản (Asset Tag),Mã SpeedMaint,Tên Thiết Bị Y Tế,Model,Số Serial (S/N),Khoa / Phòng Ban,Mã Khoa,Nhóm Chuyên Khoa,Mức Rủi Ro (NĐ98),Hãng Sản Xuất,Xuất Xứ,Năm Sản Xuất,Trạng Thái Vận Hành,Ngày Đưa Vào SD,Ngày Kiểm Định,Hạn Kiểm Định,Số Giấy Chứng Nhận,Số Tem KĐ,Ghi Chú
791,BVQ7-TTB-00791,BM/BVQ7/00791,Nhiệt kế điện tử y tế,N/A,GEN-8580567033019834614,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
792,BVQ7-TTB-00792,BM/BVQ7/00792,Nhiệt kế điện tử y tế,N/A,GEN-1027615590722106584,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
793,BVQ7-TTB-00793,BM/BVQ7/00793,Nhiệt kế điện tử y tế,N/A,GEN-986822285512979187,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
794,BVQ7-TTB-00794,BM/BVQ7/00794,Nhiệt kế điện tử y tế,N/A,GEN-5203044316145368681,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
795,BVQ7-TTB-00795,BM/BVQ7/00795,Nhiệt kế điện tử y tế,N/A,GEN-9021363664057469312,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
796,BVQ7-TTB-00796,BM/BVQ7/00796,Nhiệt kế điện tử y tế,N/A,GEN-6881203750934614082,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
797,BVQ7-TTB-00797,BM/BVQ7/00797,Nhiệt kế điện tử y tế,N/A,GEN-1571939587162883967,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
798,BVQ7-TTB-00798,BM/BVQ7/00798,Nhiệt kế điện tử y tế,N/A,GEN-5957507860458237912,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
799,BVQ7-TTB-00799,BM/BVQ7/00799,Nhiệt kế điện tử y tế,N/A,GEN-3270656044360835717,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
800,BVQ7-TTB-00800,BM/BVQ7/00800,Nhiệt kế điện tử y tế,N/A,GEN-1334743302191303780,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
801,BVQ7-TTB-00801,BM/BVQ7/00801,Nhiệt kế điện tử y tế,N/A,GEN-6854460601726181664,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
802,BVQ7-TTB-00802,BM/BVQ7/00802,Nhiệt kế điện tử y tế,N/A,GEN-7629833365818219897,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
803,BVQ7-TTB-00803,BM/BVQ7/00803,Nhiệt kế điện tử y tế,N/A,GEN-8910034388667733953,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
804,BVQ7-TTB-00804,BM/BVQ7/00804,Nhiệt kế điện tử y tế,N/A,GEN-7037929464562915477,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
805,BVQ7-TTB-00805,BM/BVQ7/00805,Nhiệt kế điện tử y tế,N/A,GEN-8390951431163836847,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
806,BVQ7-TTB-00806,BM/BVQ7/00806,Nhiệt kế điện tử y tế,N/A,GEN-9193010922605402392,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
807,BVQ7-TTB-00807,BM/BVQ7/00807,Nhiệt kế điện tử y tế,N/A,GEN-3316203796615101534,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
808,BVQ7-TTB-00808,BM/BVQ7/00808,Nhiệt kế điện tử y tế,N/A,GEN-8464523571828144315,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
809,BVQ7-TTB-00809,BM/BVQ7/00809,Nhiệt kế điện tử y tế,N/A,GEN-5448494490471075401,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
810,BVQ7-TTB-00810,BM/BVQ7/00810,Nhiệt kế điện tử y tế,N/A,GEN-4748165137970120032,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
811,BVQ7-TTB-00811,BM/BVQ7/00811,Nhiệt kế điện tử y tế,N/A,GEN-3019943475687841413,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
812,BVQ7-TTB-00812,BM/BVQ7/00812,Nhiệt kế điện tử y tế,N/A,GEN-3545159179769913428,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
813,BVQ7-TTB-00813,BM/BVQ7/00813,Nhiệt kế điện tử y tế,N/A,GEN-4444533437345180019,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
814,BVQ7-TTB-00814,BM/BVQ7/00814,Nhiệt kế điện tử y tế,N/A,GEN-8585803980290203061,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
815,BVQ7-TTB-00815,BM/BVQ7/00815,Nhiệt kế điện tử y tế,N/A,GEN-1122875335502839273,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
816,BVQ7-TTB-00816,BM/BVQ7/00816,Nhiệt kế điện tử y tế,N/A,GEN-6255185672680248877,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
817,BVQ7-TTB-00817,BM/BVQ7/00817,Nhiệt kế điện tử y tế,N/A,GEN-7074246732359858898,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
818,BVQ7-TTB-00818,BM/BVQ7/00818,Nhiệt kế điện tử y tế,N/A,GEN-3899106587002549173,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
819,BVQ7-TTB-00819,BM/BVQ7/00819,Nhiệt kế điện tử y tế,N/A,GEN-1893227415032017675,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
820,BVQ7-TTB-00820,BM/BVQ7/00820,Nhiệt kế điện tử y tế,N/A,GEN-3585092104357201780,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
821,BVQ7-TTB-00821,BM/BVQ7/00821,Nhiệt kế điện tử y tế,N/A,GEN-8034510154134810130,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
822,BVQ7-TTB-00822,BM/BVQ7/00822,Nhiệt kế điện tử y tế,N/A,GEN-5020863407305398944,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
823,BVQ7-TTB-00823,BM/BVQ7/00823,Nhiệt kế điện tử y tế,N/A,GEN-9046088553728749456,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
824,BVQ7-TTB-00824,BM/BVQ7/00824,Nhiệt kế điện tử y tế,N/A,GEN-7361392175455820334,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
825,BVQ7-TTB-00825,BM/BVQ7/00825,Nhiệt kế điện tử y tế,N/A,GEN-6972076622577431988,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
826,BVQ7-TTB-00826,BM/BVQ7/00826,Nhiệt kế điện tử y tế,N/A,GEN-1204721725997379386,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
827,BVQ7-TTB-00827,BM/BVQ7/00827,Nhiệt kế điện tử y tế,N/A,GEN-1932807936641403814,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
828,BVQ7-TTB-00828,BM/BVQ7/00828,Nhiệt kế điện tử y tế,N/A,GEN-8208603092244690518,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
829,BVQ7-TTB-00829,BM/BVQ7/00829,Nhiệt kế điện tử y tế,N/A,GEN-162033410388312328,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
830,BVQ7-TTB-00830,BM/BVQ7/00830,Nhiệt kế điện tử y tế,N/A,GEN-8105238608778836058,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
831,BVQ7-TTB-00831,BM/BVQ7/00831,Nhiệt kế điện tử y tế,N/A,GEN-118124940845169943,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
832,BVQ7-TTB-00832,BM/BVQ7/00832,Nhiệt kế điện tử y tế,N/A,GEN-3374975733124183596,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
833,BVQ7-TTB-00833,BM/BVQ7/00833,Nhiệt kế điện tử y tế,N/A,GEN-2666396228313246726,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
834,BVQ7-TTB-00834,BM/BVQ7/00834,Nhiệt kế điện tử y tế,N/A,GEN-3543957129930642600,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
835,BVQ7-TTB-00835,BM/BVQ7/00835,Nhiệt kế điện tử y tế,N/A,GEN-2567052882222766638,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
836,BVQ7-TTB-00836,BM/BVQ7/00836,Nhiệt kế điện tử y tế,N/A,GEN-458357132353080236,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
837,BVQ7-TTB-00837,BM/BVQ7/00837,Nhiệt kế điện tử y tế,N/A,GEN-12001110927827091,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
838,BVQ7-TTB-00838,BM/BVQ7/00838,Nhiệt kế điện tử y tế,N/A,GEN-821782606557907763,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
839,BVQ7-TTB-00839,BM/BVQ7/00839,Nhiệt kế điện tử y tế,N/A,GEN-13855411028214940,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
840,BVQ7-TTB-00840,BM/BVQ7/00840,Nhiệt kế điện tử y tế,N/A,GEN-6446395384688256710,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
841,BVQ7-TTB-00841,BM/BVQ7/00841,Nhiệt kế điện tử y tế,N/A,GEN-8203902773161222260,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
842,BVQ7-TTB-00842,BM/BVQ7/00842,Nhiệt kế điện tử y tế,N/A,GEN-1817835856786881982,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
843,BVQ7-TTB-00843,BM/BVQ7/00843,Nhiệt kế điện tử y tế,N/A,GEN-4363986763952671450,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
844,BVQ7-TTB-00844,BM/BVQ7/00844,Nhiệt kế điện tử y tế,N/A,GEN-206682590763375286,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
845,BVQ7-TTB-00845,BM/BVQ7/00845,Nhiệt kế điện tử y tế,N/A,GEN-2996914960578831354,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
846,BVQ7-TTB-00846,BM/BVQ7/00846,Nhiệt kế điện tử y tế,N/A,GEN-7540516139998274711,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
847,BVQ7-TTB-00847,BM/BVQ7/00847,Nhiệt kế điện tử y tế,N/A,GEN-4350048585226499883,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
848,BVQ7-TTB-00848,BM/BVQ7/00848,Nhiệt kế điện tử y tế,N/A,GEN-1623270423481829059,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
849,BVQ7-TTB-00849,BM/BVQ7/00849,Nhiệt kế điện tử y tế,N/A,GEN-5135391612530548759,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
850,BVQ7-TTB-00850,BM/BVQ7/00850,Nhiệt kế điện tử y tế,N/A,GEN-2079053906045865934,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
851,BVQ7-TTB-00851,BM/BVQ7/00851,Nhiệt kế điện tử y tế,N/A,GEN-6181336277790701634,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
852,BVQ7-TTB-00852,BM/BVQ7/00852,Nhiệt kế điện tử y tế,N/A,GEN-8529245485261186726,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
853,BVQ7-TTB-00853,BM/BVQ7/00853,Nhiệt kế điện tử y tế,N/A,GEN-7622837071794452636,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
854,BVQ7-TTB-00854,BM/BVQ7/00854,Nhiệt kế điện tử y tế,N/A,GEN-6684997363452771680,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
855,BVQ7-TTB-00855,BM/BVQ7/00855,Nhiệt kế điện tử y tế,N/A,GEN-7393134468616561513,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
856,BVQ7-TTB-00856,BM/BVQ7/00856,Nhiệt kế điện tử y tế,N/A,GEN-8017931217331956540,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
857,BVQ7-TTB-00857,BM/BVQ7/00857,Nhiệt kế điện tử y tế,N/A,GEN-6205288539215938260,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
858,BVQ7-TTB-00858,BM/BVQ7/00858,Nhiệt kế điện tử y tế,N/A,GEN-6946577685052310273,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
859,BVQ7-TTB-00859,BM/BVQ7/00859,Nhiệt kế điện tử y tế,N/A,GEN-3035164802757121168,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
860,BVQ7-TTB-00860,BM/BVQ7/00860,Nhiệt kế điện tử y tế,N/A,GEN-7302845580202810143,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
861,BVQ7-TTB-00861,BM/BVQ7/00861,Nhiệt kế điện tử y tế,N/A,GEN-7532854013192357761,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
862,BVQ7-TTB-00862,BM/BVQ7/00862,Nhiệt kế điện tử y tế,N/A,GEN-9096154533723567244,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
863,BVQ7-TTB-00863,BM/BVQ7/00863,Nhiệt kế điện tử y tế,N/A,GEN-8289448912531891111,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
864,BVQ7-TTB-00864,BM/BVQ7/00864,Nhiệt kế điện tử y tế,N/A,GEN-155447978340617372,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
865,BVQ7-TTB-00865,BM/BVQ7/00865,Nhiệt kế điện tử y tế,N/A,GEN-6940689146337679200,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
866,BVQ7-TTB-00866,BM/BVQ7/00866,Nhiệt kế điện tử y tế,N/A,GEN-7965727382602662376,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
867,BVQ7-TTB-00867,BM/BVQ7/00867,Nhiệt kế điện tử y tế,N/A,GEN-2230918598796156824,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
868,BVQ7-TTB-00868,BM/BVQ7/00868,Nhiệt kế điện tử y tế,N/A,GEN-5324441473574478051,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
869,BVQ7-TTB-00869,BM/BVQ7/00869,Nhiệt kế điện tử y tế,N/A,GEN-8607240671186641212,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
870,BVQ7-TTB-00870,BM/BVQ7/00870,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-8733390329159100336,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
871,BVQ7-TTB-00871,BM/BVQ7/00871,Nhiệt kế y tế,N/A,GEN-6151192224635283608,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
872,BVQ7-TTB-00872,BM/BVQ7/00872,Nhiệt kế y tế,N/A,GEN-313278548639887037,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
873,BVQ7-TTB-00873,BM/BVQ7/00873,Nhiệt kế y tế,N/A,GEN-3121335057498308045,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
874,BVQ7-TTB-00874,BM/BVQ7/00874,Nhiệt kế y tế,N/A,GEN-1561376074725158578,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
875,BVQ7-TTB-00875,BM/BVQ7/00875,Nhiệt kế y tế,N/A,GEN-2587082209355843179,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
876,BVQ7-TTB-00876,BM/BVQ7/00876,Nhiệt kế y tế,N/A,GEN-1790535269343723620,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
877,BVQ7-TTB-00877,BM/BVQ7/00877,Nhiệt kế y tế,N/A,GEN-6077101377239118684,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
878,BVQ7-TTB-00878,BM/BVQ7/00878,Nhiệt kế y tế,N/A,GEN-5755313741446821440,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
879,BVQ7-TTB-00879,BM/BVQ7/00879,Nhiệt kế y tế,N/A,GEN-1597610374662615477,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
880,BVQ7-TTB-00880,BM/BVQ7/00880,Nhiệt kế y tế,N/A,GEN-557398503672086058,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
881,BVQ7-TTB-00881,BM/BVQ7/00881,Nhiệt kế y tế,N/A,GEN-7554708100904056438,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
882,BVQ7-TTB-00882,BM/BVQ7/00882,Nhiệt kế y tế,N/A,GEN-7348188532438524795,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
883,BVQ7-TTB-00883,BM/BVQ7/00883,Nhiệt kế y tế,N/A,GEN-3043210512617979958,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
884,BVQ7-TTB-00884,BM/BVQ7/00884,Nhiệt kế y tế,N/A,GEN-3549096636731018389,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
885,BVQ7-TTB-00885,BM/BVQ7/00885,Nhiệt kế y tế,N/A,GEN-5750083637728601853,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
886,BVQ7-TTB-00886,BM/BVQ7/00886,Nhiệt kế y tế,N/A,GEN-179234857768862053,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
887,BVQ7-TTB-00887,BM/BVQ7/00887,Nhiệt kế y tế,N/A,GEN-5659649988725698531,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
888,BVQ7-TTB-00888,BM/BVQ7/00888,Nhiệt kế y tế,N/A,GEN-3605946985745478707,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
889,BVQ7-TTB-00889,BM/BVQ7/00889,Nhiệt kế y tế,N/A,GEN-603694106873528267,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
890,BVQ7-TTB-00890,BM/BVQ7/00890,Nhiệt kế y tế,N/A,GEN-1584258172020747752,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
891,BVQ7-TTB-00891,BM/BVQ7/00891,Nhiệt kế y tế,N/A,GEN-678816101659497252,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
892,BVQ7-TTB-00892,BM/BVQ7/00892,Nhiệt kế y tế,N/A,GEN-3503867297719532169,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
893,BVQ7-TTB-00893,BM/BVQ7/00893,Nhiệt kế y tế,N/A,GEN-8044019367289264513,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
894,BVQ7-TTB-00894,BM/BVQ7/00894,Nhiệt kế y tế,N/A,GEN-7143172760936288570,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
895,BVQ7-TTB-00895,BM/BVQ7/00895,Nhiệt kế y tế,N/A,GEN-1800317236248278270,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
896,BVQ7-TTB-00896,BM/BVQ7/00896,Nhiệt kế y tế,N/A,GEN-8029226740453765611,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
897,BVQ7-TTB-00897,BM/BVQ7/00897,Nhiệt kế y tế,N/A,GEN-5641178645154673379,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
898,BVQ7-TTB-00898,BM/BVQ7/00898,Nhiệt kế y tế,N/A,GEN-4510519128811002552,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
899,BVQ7-TTB-00899,BM/BVQ7/00899,Nhiệt kế y tế,N/A,GEN-6383454608561750879,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
900,BVQ7-TTB-00900,BM/BVQ7/00900,Nhiệt kế y tế,N/A,GEN-7794020202942425923,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
901,BVQ7-TTB-00901,BM/BVQ7/00901,Máy phá rung tim,N/A,GEN-3015070234357043303,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
902,BVQ7-TTB-00902,BM/BVQ7/00902,Máy phá rung tim,TEC-5621,GEN-4631442342449649280,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
903,BVQ7-TTB-00903,BM/BVQ7/00903,Máy thận nhân tạo,N/A,GEN-4691828605505029953,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
904,BVQ7-TTB-00904,BM/BVQ7/00904,Máy phá rung tim,TEC-5631,GEN-2285620263454628757,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Cấp cứu & Máy phá rung tim,Mức D,,,,IN_SERVICE,,,,,,
